UserId,Department/Region,Emplovment and economic policies for youthSkills and Employability,"Employability  Education, training and skills, and the school-to-work transition",Labour market policies,Youth entrepreneurship and self-employment,Rights for young people,Other,Other (elaborated answ),year
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0038,Region: Latin America and the Caribbean,YES,YES,YES,YES,YES,,,2026
USR-202506-0038,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0039,International Labour Standards,YES,YES,YES,YES,,,,2026
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0041,Conditions of Work and Equality,,,,,,,,2026
USR-202506-0041,Conditions of Work and Equality,,,,,,,,2026
USR-202506-0042,Governance and Tripartism,YES,YES,,YES,YES,,,2026
USR-202506-0042,Governance and Tripartism,,,,,,,,2026
USR-202506-0042,Governance and Tripartism,,,,,,,,2026
USR-202506-0042,Governance and Tripartism,YES,YES,YES,YES,,YES,Reporting on Trends,2026
USR-202506-0042,Governance and Tripartism,,,,,,,,2026
USR-202506-0042,Governance and Tripartism,,,,,,,,2026
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,2026
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0022,Region: Arab States,,,,,,,,2026
USR-202506-0022,Region: Arab States,,,,,,,,2026
USR-202506-0022,Region: Arab States,YES,YES,YES,YES,YES,,,2026
USR-202506-0022,Region: Arab States,,,,,,,,2026
USR-202506-0022,Region: Arab States,,,,,,,,2026
USR-202506-0022,Region: Arab States,YES,YES,YES,YES,YES,,,2026
USR-202506-0022,Region: Arab States,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,YES,Statistics on youth employment,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",YES,YES,YES,YES,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",YES,YES,YES,YES,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,YES,Reporting on Trends,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",YES,YES,,,YES,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",YES,,YES,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,YES,Statistics on youth employment,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,YES,,YES,YES,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,YES,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",YES,YES,YES,YES,YES,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0026,Region: Asia and the Pacific,YES,YES,YES,YES,YES,,,2026
USR-202506-0026,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0026,Region: Asia and the Pacific,YES,YES,YES,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0028,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0029,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0030,"Employment Policy, Job Creation and Livelihoods",,,,,,,,2026
USR-202506-0031,"Employment Policy, Job Creation and Livelihoods",,,,,,YES,Reporting on Trends,2026
USR-202506-0032,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0033,Region: Asia and the Pacific,,,,,YES,,,2026
USR-202506-0034,Region: Asia and the Pacific,YES,YES,YES,YES,YES,,,2026
USR-202506-0035,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0036,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0037,Region: Asia and the Pacific,,,,,,,,2026
USR-202506-0038,Region: Asia and the Pacific,YES,YES,YES,,YES,YES,data,2026
USR-202506-0039,Region: Asia and the Pacific,,,,,,,,2026
