UserId,Department/Region,Course/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,In person or online or both,With certification (Yes or No),New or long-standing,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),For public use or ILO staff only,year
USR-202506-0008,Region: Europe and Central Asia,Promoting the Advancement of Vulnerbale Persons and Enterprises (PAVE),,https://www.ilo.org/projects-and-partnerships/projects/promoting-advancement-vulnerable-persons-and-enterprises-pave-project,Strengthened capacity of Small Enterprise Development Division (SED) and Department of Industries (DOI) through TOTs on two contextualized entrepreneurship modules "How to Create a Business" and "How to Dgitalize a Business". Rolled out to youth and others  in Northen Province.,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0008,Region: Europe and Central Asia,UPLIFT Project ,LKA102 (Output 3.2),https://www.ilo.org/resource/article/sri-lanka%E2%80%99s-next-generation-women-seafarers-are-ready-set-sail,"The initiative is helping vulnerable and marginalized young people, including women, to access decent work opportunities through skills enhancement. It is creating a pathway for inclusion in a sector that has traditionally been dominated by men.",in-person,Yes,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,2026
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,2026
USR-202506-0009,Region: Africa,,,,,,,,,,,2026
USR-202506-0009,Region: Africa,,,,,,,,,,,2026
USR-202506-0009,Region: Africa,,,,,,,,,,,2026
USR-202506-0011,Research and Publications,"The Gender and Entrepreneurship
Together (GET Ahead) training manual","BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"The Gender and Entrepreneurship
Together (GET Ahead) training manual
was reviewed, contextualized, and
translated into Bangla to promote
gender-inclusive business practices. A
ToT on GET Ahead successfully then
equipped 26 individuals to deliver the
training, which subsequently
benefitted 255 entrepreneurs.",in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0012,International Training Centre of the ILO,Start and Improve Your Business training,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"1087 entrepreneurs (existing businesses and individual, including 235 women) trained on SIYB (430), tourism service and etiquettes, branding and promotion of tourism marketplace (50) in Cox¨¢ Bazar. Additionally, the Delivery of Start and Improve Your Business (SIYB) training
to 95 entrepreneurs by 18 ToT trained facilitators, focusing on business startup and growth extended nationally.",in-person,Yes,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0012,International Training Centre of the ILO,Financial Management and E Commerce Training,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"Financial management and e-commerce training delivered to around 50 youth entrepreneurs, with a focus on product costing, financial planning, and effective financial management.",in-person,No,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0012,International Training Centre of the ILO,UBRAF (GLO/24/02/UNA),IND 104,,"Under accelerating progress on HIV and AIDS and ending inequalities in the world of work, skills of target group has been enhanced by imparting placement-linked and market-oriented skill training with suitable wage/ self-employment opportunities. This was done in Surat city, where more than 15000 People are living with HIV (PLHIVs) and are taking medicine from Govt. ART Centres. Out of them more than 30% people are coming from age group 20-34 year. The goal of ¡°Skill Development & Livelihood¡± portfolio has been to empower PLHIV youth, Women and Key Population so that they are able to live quality of life.",in-person,Yes,Long-standing,Extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,2026
USR-202506-0013,Region: Europe and Central Asia,,,,,,,,,,,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods",Capacity building,IDN 127 ,,employment services,in-person,yes,New,Regular Budget,Youth are one of the target groups,,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0014,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,,,,,,,,,,,2026
USR-202506-0015,Communication and Public Information,Strengthening of Employment Service Centers in Nepal (SESC) Project,NPL 126,,"Capacity development of relevant government officials and ESC staff to deliver their services for jobseekers, primarily youth ",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,CBOs representative capacity building on institutional development and advocacy,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,Organizational capacity of right holder's organization build to make strong organization,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,"Orientations/training to freed-Haliya, Harawa-Charawa networks and?DHMS members to advocate for resources and improved access to public services",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)  ",NPL 828,,Start and Improve Your Business (SYIB) to freed-Haliya and Harawa-Charawa,in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,A Systemic Approach to Strengthen Refugee and Host Community Livelihoods in Nepal,NPL 828,,Start and Improve Your Business (SYIB) to refugee and host community members together with support to start or expand their businesses,in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0015,Communication and Public Information,Capacity building and prioritization workshop on National Employment Policy,,https://www.ilo.org/resource/news/tonga%E2%80%99s-first-ever-national-employment-policy-begins-take-shape,Tonga is developing its first-ever National Employment Policy. A capacity building workshop was organized to kick-off the process and provide capacity building on NEP. The workshop included a special session on "Promoting an inclusive labour market for youth".,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",,,,,,,,,,,2026
USR-202506-0017,Sectoral Policies,,,,,,,,,,,2026
USR-202506-0017,Sectoral Policies,,,,,,,,,,,2026
USR-202506-0017,Sectoral Policies,Capacity Building of the Cooperative Work Agency (CWA),,,"Includes development of audit manual, strategic planning, and training for CWA staff to improve service delivery and cooperative governance.",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0018,Universal Social Protection,Cooperative Business Plan Competition with Al-Quds University,,,"Competition targeting youth-led cooperative business ideas, includes training, mentorship, and funding.",online,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0018,Universal Social Protection,Integration of Think.COOP and Start.COOP in Al-Quds University Incubation Programmes,,,Capacity-building for young entrepreneurs in cooperative development.,online,Yes,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0018,Universal Social Protection,Establishment of Childcare Cooperative with PGFTU,,,Training women to operate childcare cooperatives; focuses on gender empowerment and service provision.,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0019,Region: Arab States,Training on Marketing and Food Packaging (WFP Partnership),,,Enhancing cooperative product quality and access to WFP markets through training and technical support.,online,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0020,Region: Asia and the Pacific,Study Tour to Italy (May 2025),,,Exposure visit for 9 Palestinian stakeholders to learn from Italian cooperative models and institutions.,in-person,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0020,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0022,Region: Arab States,Capacity Building of the Cooperative Work Agency (CWA),,,"Includes development of audit manual, strategic planning, and training for CWA staff to improve service delivery and cooperative governance.",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0022,Region: Arab States,Cooperative Business Plan Competition with Al-Quds University,,,"Competition targeting youth-led cooperative business ideas, includes training, mentorship, and funding.",online,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0022,Region: Arab States,Integration of Think.COOP and Start.COOP in Al-Quds University Incubation Programmes,,,Capacity-building for young entrepreneurs in cooperative development.,online,Yes,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0022,Region: Arab States,Establishment of Childcare Cooperative with PGFTU,,,Training women to operate childcare cooperatives; focuses on gender empowerment and service provision.,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0022,Region: Arab States,Training on Marketing and Food Packaging (WFP Partnership),,,Enhancing cooperative product quality and access to WFP markets through training and technical support.,online,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0022,Region: Arab States,Study Tour to Italy (May 2025),,,Exposure visit for 9 Palestinian stakeholders to learn from Italian cooperative models and institutions.,in-person,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0022,Region: Arab States,Capacity Building of the Cooperative Work Agency (CWA),,,"Includes development of audit manual, strategic planning, and training for CWA staff to improve service delivery and cooperative governance.",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0022,Region: Arab States,Cooperative Business Plan Competition with Al-Quds University,,,"Competition targeting youth-led cooperative business ideas, includes training, mentorship, and funding.",online,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0022,Region: Arab States,Integration of Think.COOP and Start.COOP in Al-Quds University Incubation Programmes,,,Capacity-building for young entrepreneurs in cooperative development.,online,Yes,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Establishment of Childcare Cooperative with PGFTU,,,Training women to operate childcare cooperatives; focuses on gender empowerment and service provision.,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Training on Marketing and Food Packaging (WFP Partnership),,,Enhancing cooperative product quality and access to WFP markets through training and technical support.,online,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Study Tour to Italy (May 2025),,,Exposure visit for 9 Palestinian stakeholders to learn from Italian cooperative models and institutions.,in-person,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components",LKA 107,https://island.lk/ilo-ceylon-chamber-and-ministry-of-education-come-together-to-foster-entrepreneurial-mindset-among-youth/,"ILO collaborated with the Ministry of Education to integrate entrepreneurship education into the national curriculum. They established E-Clubs in schools and organized events such as School Entrepreneurship Days, fostering an entrepreneurial mindset and providing resources for youth to develop business ideas.",in-person,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components",LKA 107,https://www.chamber.lk/ceylon-chamber-launches-spark-2024-youth-entrepreneurship-competition/,"The Ceylon Chamber of Commerce capacity building focused entrepreneurship training and mentorship for youth. They organized competitions (e.g., SPARK competition) and School Entrepreneurship Days, helping young people understand business principles and gain practical experience in launching ventures.",in-person,No,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components",LKA 107,https://www.ilo.org/sites/default/files/2025-01/Project%20Brief-Youth%20Entrepreneurship-SALE-SriLanka-2024.pdf,"With Central Bank of Sri Lanka, engaged in policy dialogues focused on the role of youth in entrepreneurship and economic growth. Through this partnership, the ILO helped build policy frameworks that support youth entrepreneurship, enhancing the entrepreneurial ecosystem in Sri Lanka.",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Promoting the Advancement of Vulnerbale Persons and Enterprises (PAVE),,https://www.ilo.org/projects-and-partnerships/projects/promoting-advancement-vulnerable-persons-and-enterprises-pave-project,Strengthened capacity of Small Enterprise Development Division (SED) and Department of Industries (DOI) through TOTs on two contextualized entrepreneurship modules "How to Create a Business" and "How to Dgitalize a Business". Rolled out to youth and others  in Northen Province.,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",UPLIFT Project ,LKA102 (Output 3.2),https://www.ilo.org/resource/article/sri-lanka%E2%80%99s-next-generation-women-seafarers-are-ready-set-sail,"The initiative is helping vulnerable and marginalized young people, including women, to access decent work opportunities through skills enhancement. It is creating a pathway for inclusion in a sector that has traditionally been dominated by men.",in-person,Yes,New,extrabudgetary,Youth only,Public use,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods","The Gender and Entrepreneurship
Together (GET Ahead) training manual","BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"The Gender and Entrepreneurship
Together (GET Ahead) training manual
was reviewed, contextualized, and
translated into Bangla to promote
gender-inclusive business practices. A
ToT on GET Ahead successfully then
equipped 26 individuals to deliver the
training, which subsequently
benefitted 255 entrepreneurs.",in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",Start and Improve Your Business training,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"1087 entrepreneurs (existing businesses and individual, including 235 women) trained on SIYB (430), tourism service and etiquettes, branding and promotion of tourism marketplace (50) in Cox¨¢ Bazar. Additionally, the Delivery of Start and Improve Your Business (SIYB) training
to 95 entrepreneurs by 18 ToT trained facilitators, focusing on business startup and growth extended nationally.",in-person,Yes,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0025,Region: Asia and the Pacific,Financial Management and E Commerce Training,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",,"Financial management and e-commerce training delivered to around 50 youth entrepreneurs, with a focus on product costing, financial planning, and effective financial management.",in-person,No,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0025,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0026,Region: Asia and the Pacific,UBRAF (GLO/24/02/UNA),IND 104,,"Under accelerating progress on HIV and AIDS and ending inequalities in the world of work, skills of target group has been enhanced by imparting placement-linked and market-oriented skill training with suitable wage/ self-employment opportunities. This was done in Surat city, where more than 15000 People are living with HIV (PLHIVs) and are taking medicine from Govt. ART Centres. Out of them more than 30% people are coming from age group 20-34 year. The goal of ¡°Skill Development & Livelihood¡± portfolio has been to empower PLHIV youth, Women and Key Population so that they are able to live quality of life.",in-person,Yes,Long-standing,Extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0026,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0026,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,Capacity building,IDN 127 ,,employment services,in-person,yes,New,Regular Budget,Youth are one of the target groups,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0027,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0028,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0028,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0028,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0029,Region: Asia and the Pacific,Strengthening of Employment Service Centers in Nepal (SESC) Project,NPL 126,,"Capacity development of relevant government officials and ESC staff to deliver their services for jobseekers, primarily youth ",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,CBOs representative capacity building on institutional development and advocacy,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,Organizational capacity of right holder's organization build to make strong organization,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)     ",NPL 828,,"Orientations/training to freed-Haliya, Harawa-Charawa networks and?DHMS members to advocate for resources and improved access to public services",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)  ",NPL 828,,Start and Improve Your Business (SYIB) to freed-Haliya and Harawa-Charawa,in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,A Systemic Approach to Strengthen Refugee and Host Community Livelihoods in Nepal,NPL 828,,Start and Improve Your Business (SYIB) to refugee and host community members together with support to start or expand their businesses,in-person,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,Capacity building and prioritization workshop on National Employment Policy,,https://www.ilo.org/resource/news/tonga%E2%80%99s-first-ever-national-employment-policy-begins-take-shape,Tonga is developing its first-ever National Employment Policy. A capacity building workshop was organized to kick-off the process and provide capacity building on NEP. The workshop included a special session on "Promoting an inclusive labour market for youth".,in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,2026
USR-202506-0029,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0029,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0029,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0029,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0029,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0030,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,Training on youth rights at work in Iraq,,,"Youth employment stakeholders in Iraq, including staff from university Career Development Centers (CDCs), representatives from trade unions, the Ministry of Labour and Social Affairs (MOLSA), the Directorate of Labour and Social Affairs (DOLSA), the Ministry of Youth and Sports (MOYS), and young professionals from both the Kurdistan Region of Iraq (KRI) and Federal Iraq were trained on youth rights at work.",in-person,No,New,extrabudgetary,Youth are one of the target groups,,2026
USR-202506-0031,Region: Asia and the Pacific,Job Search Clubs in Uganda ,,,Seven Job Search Clubs were implemented in the Isingiro district supporting 108 young people with job search skills and mentorship. 41% of the young people undergoing the two weeks Job Search Clubs were able to find employment at the end of the training.,in-person,No,New,extrabudgetary,Youth only,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0031,Region: Asia and the Pacific,Webinar on Skills for Green Jobs for the IYD in collaboration with UNDESA,GLO435,,Webinar on devent jobs for youth for the IYD in 2024,online,No,New,Regular Budget,Youth only,Public use,2026
USR-202506-0032,Region: Asia and the Pacific,Zimbabwe - NEP course CN and delivered the YE session at the NEP course,ZMB126,,YE session in the NEP youse for Zimbabwe,online,No,New,Regular Budget,Youth are one of the target groups,Public use,2026
USR-202506-0033,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0033,"Employment Policy, Job Creation and Livelihoods",Training on youth rights at work in Iraq,,,"Youth employment stakeholders in Iraq, including staff from university Career Development Centers (CDCs), representatives from trade unions, the Ministry of Labour and Social Affairs (MOLSA), the Directorate of Labour and Social Affairs (DOLSA), the Ministry of Youth and Sports (MOYS), and young professionals from both the Kurdistan Region of Iraq (KRI) and Federal Iraq were trained on youth rights at work.",in-person,No,New,extrabudgetary,Youth are one of the target groups,,2026
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",Job Search Clubs in Uganda ,,,Seven Job Search Clubs were implemented in the Isingiro district supporting 108 young people with job search skills and mentorship. 41% of the young people undergoing the two weeks Job Search Clubs were able to find employment at the end of the training.,in-person,No,New,extrabudgetary,Youth only,,2026
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0035,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0035,Region: Asia and the Pacific,,,,,,,,,,,2026
USR-202506-0035,Region: Asia and the Pacific,Webinar on Skills for Green Jobs for the IYD in collaboration with UNDESA,GLO435,,Webinar on devent jobs for youth for the IYD in 2024,online,No,New,Regular Budget,Youth only,Public use,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Zimbabwe - NEP course CN and delivered the YE session at the NEP course,ZMB126,,YE session in the NEP youse for Zimbabwe,online,No,New,Regular Budget,Youth are one of the target groups,Public use,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Training on youth rights at work in Iraq,,,"Youth employment stakeholders in Iraq, including staff from university Career Development Centers (CDCs), representatives from trade unions, the Ministry of Labour and Social Affairs (MOLSA), the Directorate of Labour and Social Affairs (DOLSA), the Ministry of Youth and Sports (MOYS), and young professionals from both the Kurdistan Region of Iraq (KRI) and Federal Iraq were trained on youth rights at work.",in-person,No,New,extrabudgetary,Youth are one of the target groups,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Job Search Clubs in Uganda ,,,Seven Job Search Clubs were implemented in the Isingiro district supporting 108 young people with job search skills and mentorship. 41% of the young people undergoing the two weeks Job Search Clubs were able to find employment at the end of the training.,in-person,No,New,extrabudgetary,Youth only,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2026
